,Season_Year,Week,Temperature,Quarter,Inj_Occured,home_score,away_score,frac_quarter_elapsed,yardline_100
210,2016,3,79.0,2,0,7,13,0.52,37
211,2016,3,79.0,3,0,17,13,0.43999999999999995,32
212,2016,3,79.0,4,0,24,13,0.71,39
213,2016,3,74.0,1,0,0,3,0.55,23
214,2016,3,74.0,1,0,0,3,0.6799999999999999,20
215,2016,3,74.0,2,0,7,3,0.52,45
216,2016,3,74.0,3,0,14,12,0.4,37
217,2016,3,74.0,3,0,14,12,0.52,23
218,2016,3,74.0,3,0,14,12,0.69,32
219,2016,3,74.0,3,0,14,12,0.84,13
220,2016,3,74.0,4,0,17,12,0.29000000000000004,30
221,2016,3,74.0,4,0,17,12,0.43000000000000005,29
222,2016,3,74.0,4,0,19,18,0.92,34
223,2016,3,80.0,1,0,7,0,0.62,44
224,2016,3,80.0,1,0,7,0,0.76,25
225,2016,3,80.0,2,0,10,7,0.39,34
226,2016,3,80.0,2,0,10,7,0.5700000000000001,29
227,2016,3,80.0,2,0,10,7,0.81,53
228,2016,3,80.0,3,0,13,10,0.61,55
229,2016,3,80.0,3,0,19,10,0.88,56
230,2016,3,80.0,4,0,19,10,0.0,29
231,2016,3,78.0,1,0,3,0,0.48,23
232,2016,3,78.0,2,0,11,0,0.38,6
233,2016,3,78.0,2,0,11,9,0.87,25
234,2016,3,78.0,3,0,11,20,0.38,32
235,2016,3,78.0,3,0,11,23,0.85,19
236,2016,3,78.0,3,0,11,23,0.95,35
237,2016,3,78.0,4,0,11,23,0.39,9
238,2016,3,78.0,4,0,14,23,0.83,52
239,2016,3,78.0,4,0,14,23,0.83,57
240,2016,3,68.0,1,0,7,3,0.8,38
241,2016,3,68.0,1,0,7,3,0.88,38
242,2016,3,68.0,1,0,7,3,0.89,38
243,2016,3,68.0,2,0,7,3,0.050000000000000044,53
244,2016,3,68.0,2,0,7,3,0.14,21
245,2016,3,68.0,3,0,20,6,0.22999999999999998,31
246,2016,3,68.0,3,0,20,6,0.65,59
247,2016,3,68.0,4,0,20,6,0.0,44
248,2016,3,68.0,4,0,23,6,0.35,16
249,2016,3,71.0,1,0,7,7,0.76,30
250,2016,3,71.0,2,0,17,14,0.77,33
251,2016,3,71.0,3,0,20,14,0.08999999999999997,25
252,2016,3,71.0,3,1,20,14,0.28,27
253,2016,3,71.0,3,0,20,14,0.48,50
254,2016,3,71.0,4,0,20,21,0.6,46
255,2016,3,71.0,4,0,20,21,0.75,21
256,2016,3,71.0,4,0,20,21,0.9,30
257,2016,3,72.0,1,0,0,0,0.18999999999999995,27
258,2016,3,72.0,1,0,0,0,0.33999999999999997,33
259,2016,3,72.0,3,0,14,27,0.14,31
260,2016,3,72.0,3,0,14,34,0.39,8
261,2016,3,72.0,3,0,14,41,0.69,20
262,2016,3,72.0,3,0,14,41,0.75,46
263,2016,3,72.0,4,0,14,41,0.54,44
264,2016,3,72.0,4,0,14,41,0.75,45
265,2016,3,72.0,4,0,14,41,0.87,22
266,2016,3,83.0,1,0,0,0,0.28,59
267,2016,3,83.0,1,0,0,0,0.85,44
268,2016,3,83.0,1,0,0,0,0.96,23
269,2016,3,83.0,2,0,0,0,0.09999999999999998,46
270,2016,3,83.0,2,0,0,0,0.31000000000000005,50
271,2016,3,83.0,2,0,0,0,0.44999999999999996,48
272,2016,3,83.0,2,0,0,0,0.56,16
273,2016,3,83.0,2,0,8,0,0.91,23
274,2016,3,83.0,3,0,11,0,0.36,52
275,2016,3,83.0,3,0,11,0,0.52,46
276,2016,3,83.0,3,0,11,0,0.73,22
277,2016,3,83.0,3,0,11,0,0.81,22
278,2016,3,83.0,3,0,11,0,0.8200000000000001,17
279,2016,3,83.0,3,0,11,0,0.92,32
280,2016,3,83.0,4,0,11,8,0.20999999999999996,21
281,2016,3,88.0,1,0,0,0,0.08999999999999997,23
282,2016,3,88.0,1,0,0,7,0.49,49
283,2016,3,88.0,1,0,0,7,0.75,38
284,2016,3,88.0,2,0,0,10,0.15000000000000002,6
285,2016,3,88.0,2,0,0,10,0.6599999999999999,54
286,2016,3,88.0,2,0,0,10,0.72,28
287,2016,3,88.0,2,0,0,10,0.9,36
288,2016,3,88.0,3,0,0,13,0.12,23
289,2016,3,88.0,3,0,0,13,0.36,40
290,2016,3,88.0,3,0,3,13,0.88,22
291,2016,3,88.0,4,0,9,13,0.56,58
292,2016,3,88.0,4,0,9,13,0.63,9
293,2016,3,87.0,1,0,0,0,0.12,20
294,2016,3,87.0,1,0,0,0,0.71,22
295,2016,3,87.0,1,0,0,0,0.83,33
296,2016,3,87.0,1,0,0,0,0.95,15
297,2016,3,87.0,2,0,0,7,0.18000000000000005,33
298,2016,3,87.0,2,0,0,7,0.27,10
299,2016,3,87.0,2,0,0,13,0.69,25
300,2016,3,87.0,3,0,0,21,0.20999999999999996,47
301,2016,3,87.0,3,0,0,21,0.43999999999999995,53
302,2016,3,87.0,3,0,0,21,0.5,15
303,2016,3,87.0,3,0,0,21,0.5,10
304,2016,3,87.0,3,0,0,21,0.65,37
305,2016,3,87.0,3,0,0,21,0.77,3
306,2016,3,87.0,3,0,0,21,0.86,21
307,2016,3,87.0,4,0,0,21,0.050000000000000044,60
308,2016,3,87.0,4,0,0,21,0.79,32
309,2016,3,87.0,4,0,0,21,0.9299999999999999,41
310,2016,3,84.0,1,0,0,0,0.6799999999999999,22
311,2016,3,84.0,2,0,0,0,0.08999999999999997,45
312,2016,3,84.0,2,0,0,0,0.48,37
313,2016,3,84.0,2,0,2,0,0.5800000000000001,12
314,2016,3,84.0,2,0,2,0,0.5800000000000001,7
315,2016,3,84.0,3,0,2,14,0.10999999999999999,27
316,2016,3,84.0,3,0,2,14,0.31000000000000005,53
317,2016,3,84.0,3,0,2,14,0.42000000000000004,20
318,2016,3,84.0,3,0,2,14,0.52,29
319,2016,3,84.0,4,0,9,14,0.010000000000000009,26
320,2016,3,84.0,4,0,12,14,0.24,23
321,2016,3,84.0,4,0,12,14,0.36,47
322,2016,3,84.0,4,0,12,14,0.5,15
323,2016,3,84.0,4,0,12,14,0.72,5
324,2016,3,83.0,1,0,3,7,0.95,31
325,2016,3,83.0,2,0,3,7,0.020000000000000018,45
326,2016,3,83.0,2,0,3,7,0.55,32
327,2016,3,83.0,2,0,3,7,0.81,31
328,2016,3,83.0,2,0,3,7,0.87,14
329,2016,3,83.0,2,0,3,7,0.92,36
330,2016,3,83.0,2,0,3,7,0.97,31
331,2016,3,83.0,3,0,3,7,0.050000000000000044,26
332,2016,3,83.0,3,0,3,14,0.54,27
333,2016,3,83.0,4,0,6,17,0.33999999999999997,17
334,2016,3,83.0,4,0,6,20,0.6799999999999999,27
335,2016,3,83.0,4,0,12,20,0.8,18
336,2016,3,84.0,1,0,0,0,0.20999999999999996,40
337,2016,3,84.0,1,0,0,0,0.35,12
338,2016,3,84.0,2,0,7,0,0.12,41
339,2016,3,84.0,2,0,7,0,0.21999999999999997,25
340,2016,3,84.0,2,0,7,0,0.48,41
341,2016,3,84.0,2,0,7,0,0.92,44
342,2016,3,84.0,3,0,17,0,0.5700000000000001,23
343,2016,3,84.0,3,0,17,0,0.76,36
344,2016,3,84.0,3,0,17,0,0.77,36
345,2016,3,84.0,4,0,17,0,0.010000000000000009,16
346,2016,3,84.0,4,0,17,0,0.36,62
347,2016,3,84.0,4,0,17,0,0.56,32
348,2016,3,84.0,4,0,17,0,0.62,25
349,2016,3,84.0,4,0,17,0,0.7,42
350,2016,3,73.0,1,0,0,7,0.42000000000000004,20
351,2016,3,73.0,1,0,0,7,0.6699999999999999,51
352,2016,3,73.0,1,0,0,7,0.88,43
353,2016,3,73.0,2,0,7,7,0.13,34
354,2016,3,73.0,3,0,17,10,0.06999999999999995,61
355,2016,3,73.0,3,0,17,10,0.06999999999999995,61
356,2016,3,73.0,3,0,17,10,0.18999999999999995,14
357,2016,3,73.0,3,0,17,10,0.31999999999999995,39
358,2016,3,73.0,3,0,17,10,0.42000000000000004,37
359,2016,3,73.0,3,0,17,10,0.52,20
360,2016,3,73.0,4,0,24,17,0.41000000000000003,30
361,2016,3,73.0,4,0,31,24,0.9299999999999999,59
362,2016,3,94.0,1,0,0,0,0.35,11
363,2016,3,94.0,2,0,7,14,0.7,46
364,2016,3,94.0,2,0,7,14,0.79,18
365,2016,3,94.0,3,0,17,14,0.17000000000000004,24
366,2016,3,94.0,3,0,17,14,0.35,51
367,2016,3,94.0,3,0,17,14,0.51,31
368,2016,3,94.0,3,0,17,14,0.69,40
369,2016,3,94.0,4,0,24,14,0.06999999999999995,18
370,2016,3,94.0,4,0,24,21,0.56,21
371,2016,3,94.0,4,0,24,21,0.72,55
372,2016,4,69.0,1,0,10,7,0.86,15
373,2016,4,69.0,3,0,27,14,0.52,34
374,2016,4,69.0,3,0,27,14,0.78,54
375,2016,4,69.0,4,0,27,14,0.29000000000000004,20
376,2016,4,69.0,4,0,27,14,0.69,55
377,2016,4,69.0,4,0,27,14,0.92,29
378,2016,4,72.0,1,0,0,6,0.92,41
379,2016,4,72.0,2,0,0,6,0.17000000000000004,19
380,2016,4,72.0,2,0,10,12,0.97,59
381,2016,4,72.0,3,0,10,20,0.30000000000000004,35
382,2016,4,72.0,3,0,10,20,0.48,11
383,2016,4,72.0,4,0,10,20,0.050000000000000044,25
384,2016,4,72.0,4,0,10,23,0.65,42
385,2016,4,72.0,4,0,10,23,0.81,12
386,2016,4,84.0,2,0,7,17,0.32999999999999996,51
387,2016,4,84.0,2,0,7,17,0.43000000000000005,23
388,2016,4,84.0,2,0,10,24,0.86,25
389,2016,4,84.0,3,0,10,31,0.20999999999999996,32
390,2016,4,84.0,3,0,17,31,0.79,30
391,2016,4,84.0,4,0,24,31,0.5,13
392,2016,4,84.0,4,0,24,31,0.64,45
393,2016,4,84.0,4,0,24,31,0.79,24
394,2016,4,85.0,1,0,7,0,0.28,28
395,2016,4,85.0,1,0,7,0,0.43000000000000005,59
396,2016,4,85.0,1,0,7,0,0.52,15
397,2016,4,85.0,2,0,14,3,0.87,48
398,2016,4,85.0,2,0,14,3,0.9299999999999999,34
399,2016,4,85.0,2,0,14,3,0.96,43
400,2016,4,85.0,3,0,21,3,0.16000000000000003,25
401,2016,4,85.0,3,0,21,3,0.30000000000000004,20
402,2016,4,85.0,3,0,21,3,0.49,52
403,2016,4,85.0,3,0,21,3,0.55,2
404,2016,4,85.0,3,0,21,11,0.92,23
405,2016,4,85.0,4,0,21,19,0.38,28
406,2016,4,85.0,4,0,21,19,0.41000000000000003,36
407,2016,4,85.0,4,0,21,26,0.71,61
408,2016,4,85.0,4,0,21,26,0.74,12
409,2016,4,85.0,4,0,21,26,0.8,53
410,2016,4,86.0,1,0,0,0,0.17000000000000004,35
411,2016,4,86.0,1,0,3,0,0.7,49
412,2016,4,86.0,1,0,3,0,0.87,15
413,2016,4,86.0,2,0,6,0,0.19999999999999996,34
414,2016,4,86.0,2,1,6,0,0.27,16
415,2016,4,86.0,2,1,6,7,0.56,26
416,2016,4,86.0,3,0,9,21,0.13,19
417,2016,4,86.0,4,0,16,21,0.010000000000000009,61
418,2016,4,86.0,4,0,16,21,0.14,39
419,2016,4,86.0,4,0,16,21,0.42000000000000004,61
420,2016,4,86.0,4,0,16,21,0.55,25
421,2016,4,86.0,4,0,16,21,0.87,29
422,2016,4,86.0,1,0,0,0,0.26,55
423,2016,4,86.0,1,0,0,0,0.41000000000000003,25
424,2016,4,86.0,2,0,7,3,0.22999999999999998,36
425,2016,4,86.0,2,0,7,3,0.39,10
426,2016,4,86.0,3,0,10,13,0.19999999999999996,28
427,2016,4,86.0,3,0,10,20,0.5800000000000001,31
428,2016,4,86.0,3,0,10,20,0.87,52
429,2016,4,86.0,4,0,10,27,0.010000000000000009,22
430,2016,4,86.0,4,0,10,27,0.12,22
431,2016,4,86.0,4,0,10,27,0.41000000000000003,57
432,2016,4,86.0,4,0,10,27,0.51,28
433,2016,4,86.0,4,0,17,27,0.94,31
434,2016,4,89.0,1,0,0,3,0.42000000000000004,48
435,2016,4,89.0,3,0,6,20,0.17000000000000004,47
436,2016,4,89.0,3,0,6,20,0.37,50
437,2016,4,89.0,3,0,6,20,0.52,18
438,2016,4,89.0,4,0,6,30,0.54,40
439,2016,4,89.0,4,0,6,30,0.64,24
440,2016,4,89.0,4,0,6,30,0.69,36
441,2016,4,89.0,4,0,9,30,0.96,27
442,2016,4,64.0,1,0,0,0,0.07999999999999996,32
443,2016,4,64.0,1,0,0,0,0.32999999999999996,28
444,2016,4,64.0,2,0,7,7,0.13,32
445,2016,4,64.0,2,0,7,7,0.26,35
446,2016,4,64.0,2,0,7,7,0.36,36
447,2016,4,64.0,2,1,7,7,0.5800000000000001,43
448,2016,4,64.0,2,0,7,7,0.7,17
449,2016,4,64.0,3,0,14,7,0.49,41
450,2016,4,64.0,3,0,14,7,0.5900000000000001,14
451,2016,4,64.0,3,0,14,7,0.65,29
452,2016,4,64.0,3,0,14,7,0.81,16
453,2016,4,64.0,4,0,21,10,0.65,61
454,2016,4,64.0,4,0,21,10,0.78,5
455,2016,4,64.0,4,0,21,10,0.94,48
456,2016,4,76.0,1,0,0,0,0.33999999999999997,58
457,2016,4,76.0,1,0,0,0,0.61,33
458,2016,4,76.0,2,0,3,0,0.18999999999999995,21
459,2016,4,76.0,2,0,3,0,0.29000000000000004,64
460,2016,4,76.0,2,0,3,0,0.38,21
461,2016,4,76.0,2,0,6,0,0.73,21
462,2016,4,76.0,3,0,20,0,0.63,28
463,2016,4,76.0,4,0,23,7,0.73,30
464,2016,4,78.0,1,0,0,0,0.13,13
465,2016,4,78.0,1,0,0,0,0.26,49
466,2016,4,78.0,1,0,0,0,0.5,55
467,2016,4,78.0,1,0,0,0,0.62,7
468,2016,4,78.0,2,0,6,0,0.47,13
469,2016,4,78.0,3,0,9,10,0.12,33
470,2016,4,78.0,3,0,9,10,0.21999999999999997,7
471,2016,4,78.0,3,0,9,17,0.81,36
472,2016,4,78.0,3,0,9,17,0.91,27
473,2016,4,78.0,3,0,9,17,0.98,27
474,2016,4,78.0,4,0,9,17,0.31000000000000005,41
475,2016,4,78.0,4,0,9,17,0.38,25
476,2016,4,78.0,4,0,9,17,0.47,27
477,2016,4,78.0,4,0,9,17,0.6,59
478,2016,4,78.0,4,0,9,17,0.86,39
479,2016,4,88.0,1,0,0,0,0.06000000000000005,23
480,2016,4,88.0,1,0,0,0,0.06999999999999995,28
481,2016,4,88.0,1,0,0,0,0.36,9
482,2016,4,88.0,1,0,0,0,0.48,28
483,2016,4,88.0,1,0,0,0,0.6699999999999999,28
484,2016,4,88.0,2,0,9,0,0.42000000000000004,32
485,2016,4,88.0,2,0,9,0,0.79,21
486,2016,4,88.0,2,0,9,0,0.85,37
487,2016,4,88.0,2,0,9,0,0.89,17
488,2016,4,88.0,2,0,9,0,0.9299999999999999,45
489,2016,4,88.0,3,0,9,3,0.53,25
490,2016,4,88.0,3,0,9,3,0.72,29
491,2016,4,88.0,3,0,16,3,1.0,30
492,2016,4,88.0,4,0,16,3,0.22999999999999998,45
493,2016,4,88.0,4,0,16,3,0.32999999999999996,17
494,2016,4,88.0,4,0,19,9,0.89,17
495,2016,4,84.0,1,0,0,0,0.37,61
496,2016,4,84.0,1,0,0,0,0.5700000000000001,20
497,2016,4,84.0,1,0,0,0,0.72,32
498,2016,4,84.0,1,0,0,0,0.97,43
499,2016,4,84.0,2,0,0,0,0.14,43
500,2016,4,84.0,2,0,0,0,0.29000000000000004,22
501,2016,4,84.0,2,0,0,0,0.30000000000000004,17
502,2016,4,84.0,2,0,0,0,0.43000000000000005,46
503,2016,4,84.0,2,0,0,0,0.47,45
504,2016,4,84.0,2,0,0,7,0.81,41
505,2016,4,84.0,2,0,0,7,0.94,25
506,2016,4,84.0,2,0,0,7,0.99,32
507,2016,4,84.0,3,0,0,7,0.15000000000000002,28
508,2016,4,84.0,3,0,0,7,0.38,41
509,2016,4,84.0,3,0,0,7,0.5,7
510,2016,4,84.0,3,0,0,10,0.7,22
511,2016,4,84.0,3,0,0,10,0.81,34
512,2016,4,84.0,4,0,14,17,0.44999999999999996,23
513,2016,4,84.0,4,0,21,20,0.98,49
514,2016,4,83.0,1,0,0,0,0.13,18
515,2016,4,83.0,1,0,3,3,0.84,40
516,2016,4,83.0,1,0,3,3,0.85,30
517,2016,4,83.0,2,0,17,3,0.96,58
518,2016,4,83.0,3,0,24,9,0.88,20
